File ID,File Name,MIME Type,Size (bytes),View URL,Download URL,Category,Subcategory,Make,Clarity Model Name,Class,Orientation,UPC,Model Number,Scan Datetime,Capture Source
1it65brtvK6q9WxTKBX1P4RuoWRRnPZWJ,195949560989_Counterfeit_down_20250821_105413_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1it65brtvK6q9WxTKBX1P4RuoWRRnPZWJ/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1it65brtvK6q9WxTKBX1P4RuoWRRnPZWJ,Electronics,Watches,Apple,Apple Watch 10 46mm,Counterfeit,Face_Down,195949560989,MWWR3LW/A,2025-08-21T10:54:13,Elgato
1nEZeZ1nNhrmc-Teeea0EORWs-I89OnxZ,195949560989_Counterfeit_up_20250821_105340_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1nEZeZ1nNhrmc-Teeea0EORWs-I89OnxZ/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1nEZeZ1nNhrmc-Teeea0EORWs-I89OnxZ,Electronics,Watches,Apple,Apple Watch 10 46mm,Counterfeit,Face_Up,195949560989,MWWR3LW/A,2025-08-21T10:53:40,Elgato
10GyAvYj_PFodZRtodhSEC6M5_RNjuJm5,195949560996_Counterfeit_down_20250821_105305_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/10GyAvYj_PFodZRtodhSEC6M5_RNjuJm5/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=10GyAvYj_PFodZRtodhSEC6M5_RNjuJm5,Electronics,Watches,Apple,Apple Watch 10 46mm,Counterfeit,Face_Down,195949560996,MWWT3LW/A,2025-08-21T10:53:05,Elgato
1kGHncTEzVgYMr9OsNY7bnyxTeWKgtvOp,195949560996_Counterfeit_up_20250821_105253_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1kGHncTEzVgYMr9OsNY7bnyxTeWKgtvOp/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1kGHncTEzVgYMr9OsNY7bnyxTeWKgtvOp,Electronics,Watches,Apple,Apple Watch 10 46mm,Counterfeit,Face_Up,195949560996,MWWT3LW/A,2025-08-21T10:52:53,Elgato
11SAjhsLBeAtlD-1werXpQyNrBOs-WNiu,194252049013_Counterfeit_down_20250821_105206_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/11SAjhsLBeAtlD-1werXpQyNrBOs-WNiu/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=11SAjhsLBeAtlD-1werXpQyNrBOs-WNiu,Electronics,Laptops,Apple,MacBook M1 Air 13.3-inch,Counterfeit,Face_Down,194252049013,MGND3FN/A,2025-08-21T10:52:06,Elgato
1UXd98P2eL2P2EblGaioW1hE1klwaHaoE,194252049013_Counterfeit_up_20250821_105153_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1UXd98P2eL2P2EblGaioW1hE1klwaHaoE/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1UXd98P2eL2P2EblGaioW1hE1klwaHaoE,Electronics,Laptops,Apple,MacBook M1 Air 13.3-inch,Counterfeit,Face_Up,194252049013,MGND3FN/A,2025-08-21T10:51:53,Elgato
1nL4PYXQKBQEDzFrXNxakw4b8w8WXEhgB,194252048955_Counterfeit_down_20250821_105117_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1nL4PYXQKBQEDzFrXNxakw4b8w8WXEhgB/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1nL4PYXQKBQEDzFrXNxakw4b8w8WXEhgB,Electronics,Laptops,Apple,MacBook M1 Air 13.3-inch,Counterfeit,Face_Down,194252048955,MGN63LL/A,2025-08-21T10:51:17,Elgato
1Mo2lJFIfDU8uheUUkAswbtyG4lc62ZpB,194252048955_Counterfeit_up_20250821_105104_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1Mo2lJFIfDU8uheUUkAswbtyG4lc62ZpB/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Mo2lJFIfDU8uheUUkAswbtyG4lc62ZpB,Electronics,Laptops,Apple,MacBook M1 Air 13.3-inch,Counterfeit,Face_Up,194252048955,MGN63LL/A,2025-08-21T10:51:04,Elgato
1F6qM0axttT6ULOqe3xN3FagilpQbKABy,194252049013_Counterfeit_down_20250821_105032_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1F6qM0axttT6ULOqe3xN3FagilpQbKABy/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1F6qM0axttT6ULOqe3xN3FagilpQbKABy,Electronics,Laptops,Apple,MacBook M1 Air 13.3-inch,Counterfeit,Face_Down,194252049013,MGND3FN/A,2025-08-21T10:50:32,Elgato
1lFtF8huDSYdm0lowRVYNYiw4cWqLghHb,194252049013_Counterfeit_up_20250821_105018_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1lFtF8huDSYdm0lowRVYNYiw4cWqLghHb/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1lFtF8huDSYdm0lowRVYNYiw4cWqLghHb,Electronics,Laptops,Apple,MacBook M1 Air 13.3-inch,Counterfeit,Face_Up,194252049013,MGND3FN/A,2025-08-21T10:50:18,Elgato
1lIAg0_H-kDyqJ4OVVzi-Mhs3vxEtQ-6P,887276796284_Counterfeit_down_20250821_104940_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1lIAg0_H-kDyqJ4OVVzi-Mhs3vxEtQ-6P/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1lIAg0_H-kDyqJ4OVVzi-Mhs3vxEtQ-6P,Electronics,Tablets,Samsung,Samsung Galaxy Tab A9+,Counterfeit,Face_Down,887276796284,SM‑X210NDBAXAR,2025-08-21T10:49:40,Elgato
1wff3HsSLqUMyizetl9u40IH14nddCNR8,887276796284_Counterfeit_up_20250821_104925_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1wff3HsSLqUMyizetl9u40IH14nddCNR8/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1wff3HsSLqUMyizetl9u40IH14nddCNR8,Electronics,Tablets,Samsung,Samsung Galaxy Tab A9+,Counterfeit,Face_Up,887276796284,SM‑X210NDBAXAR,2025-08-21T10:49:25,Elgato
1WRTL-BbDDdyE4yOCfI4gSIuPUx85R_Go,887276796284_Counterfeit_down_20250821_104817_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1WRTL-BbDDdyE4yOCfI4gSIuPUx85R_Go/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1WRTL-BbDDdyE4yOCfI4gSIuPUx85R_Go,Electronics,Tablets,Samsung,Samsung Galaxy Tab A9+,Counterfeit,Face_Down,887276796284,SM‑X210NDBAXAR,2025-08-21T10:48:17,Elgato
10W5nsOMc0UdtY46zQQrF-Z5fvyqP57YN,887276796284_Counterfeit_up_20250821_104805_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/10W5nsOMc0UdtY46zQQrF-Z5fvyqP57YN/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=10W5nsOMc0UdtY46zQQrF-Z5fvyqP57YN,Electronics,Tablets,Samsung,Samsung Galaxy Tab A9+,Counterfeit,Face_Up,887276796284,SM‑X210NDBAXAR,2025-08-21T10:48:05,Elgato
1F-ElUOP6GzEFM_jx9kw7N_R_OX_uNr5P,194252527962_Counterfeit_down_20250821_104621_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1F-ElUOP6GzEFM_jx9kw7N_R_OX_uNr5P/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1F-ElUOP6GzEFM_jx9kw7N_R_OX_uNr5P,Electronics,Tablets,Apple,iPad Mini 6,Counterfeit,Face_Down,194252527962,MK7P3LL/A,2025-08-21T10:46:21,Elgato
1vS6Ku_m9ilooTP2hoRNsOBd8ceQ9U0z6,194252527962_Counterfeit_up_20250821_104610_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1vS6Ku_m9ilooTP2hoRNsOBd8ceQ9U0z6/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1vS6Ku_m9ilooTP2hoRNsOBd8ceQ9U0z6,Electronics,Tablets,Apple,iPad Mini 6,Counterfeit,Face_Up,194252527962,MK7P3LL/A,2025-08-21T10:46:10,Elgato
1qOtucexAdPIb011ruWZsJx5HkWGMy1gH,194252525999_Counterfeit_down_20250821_104525_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1qOtucexAdPIb011ruWZsJx5HkWGMy1gH/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1qOtucexAdPIb011ruWZsJx5HkWGMy1gH,Electronics,Tablets,Apple,iPad Mini 6,Counterfeit,Face_Down,194252525999,3J362LL/A,2025-08-21T10:45:25,Elgato
1sdlrh67hGWNtDnRlNZNOaQLcXyl6xbTc,194252525999_Counterfeit_up_20250821_104511_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1sdlrh67hGWNtDnRlNZNOaQLcXyl6xbTc/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1sdlrh67hGWNtDnRlNZNOaQLcXyl6xbTc,Electronics,Tablets,Apple,iPad Mini 6,Counterfeit,Face_Up,194252525999,3J362LL/A,2025-08-21T10:45:11,Elgato
1rKQy2YgOiljMJWhLOr1EevI_7eInO1A0,194252527962_Counterfeit_down_20250821_104431_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1rKQy2YgOiljMJWhLOr1EevI_7eInO1A0/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1rKQy2YgOiljMJWhLOr1EevI_7eInO1A0,Electronics,Tablets,Apple,iPad Mini 6,Counterfeit,Face_Down,194252527962,MK7P3LL/A,2025-08-21T10:44:31,Elgato
16XkMZ-rTnr-0E6HB_Z340uNZWk0HtS-U,194252527962_Counterfeit_up_20250821_104316_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/16XkMZ-rTnr-0E6HB_Z340uNZWk0HtS-U/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=16XkMZ-rTnr-0E6HB_Z340uNZWk0HtS-U,Electronics,Tablets,Apple,iPad Mini 6,Counterfeit,Face_Up,194252527962,MK7P3LL/A,2025-08-21T10:43:16,Elgato
1Kb0hiAS8R0LsypcLpJoHOGAGg1ErhY68,190198648952_Counterfeit_down_20250821_104159_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1Kb0hiAS8R0LsypcLpJoHOGAGg1ErhY68/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Kb0hiAS8R0LsypcLpJoHOGAGg1ErhY68,Electronics,Tablets,Apple,iPad 6,Counterfeit,Face_Down,190198648952,MR7F2LL/A,2025-08-21T10:41:59,Elgato
10z5eAT2GEVz70qh_RHxYj8AikHbEcyTC,190198648952_Counterfeit_up_20250821_104145_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/10z5eAT2GEVz70qh_RHxYj8AikHbEcyTC/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=10z5eAT2GEVz70qh_RHxYj8AikHbEcyTC,Electronics,Tablets,Apple,iPad 6,Counterfeit,Face_Up,190198648952,MR7F2LL/A,2025-08-21T10:41:45,Elgato
1SyZeaxeWwprX4OYh3HDQ5NyBznEFwHMK,194253387442_Counterfeit_down_20250821_104108_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1SyZeaxeWwprX4OYh3HDQ5NyBznEFwHMK/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1SyZeaxeWwprX4OYh3HDQ5NyBznEFwHMK,Electronics,Tablets,Apple,iPad 10,Counterfeit,Face_Down,194253387442,MPQ03LL/A,2025-08-21T10:41:08,Elgato
1_rnz6fOCO3OxiizTrMiftFg5crqvyiVh,194253387442_Counterfeit_up_20250821_104055_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1_rnz6fOCO3OxiizTrMiftFg5crqvyiVh/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1_rnz6fOCO3OxiizTrMiftFg5crqvyiVh,Electronics,Tablets,Apple,iPad 10,Counterfeit,Face_Up,194253387442,MPQ03LL/A,2025-08-21T10:40:55,Elgato
1PEDzL1R-9nCK1ELLbgQBjOsFusp5OLVK,190198647818_Counterfeit_down_20250821_104020_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1PEDzL1R-9nCK1ELLbgQBjOsFusp5OLVK/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1PEDzL1R-9nCK1ELLbgQBjOsFusp5OLVK,Electronics,Tablets,Apple,iPad 6 Cellular,Counterfeit,Face_Down,190198647818,MR6Y2LL/A,2025-08-21T10:40:20,Elgato
1hfM_q54vwDtBehhRsWtBhUrqe2v6CuIP,190198647818_Counterfeit_up_20250821_104007_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1hfM_q54vwDtBehhRsWtBhUrqe2v6CuIP/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1hfM_q54vwDtBehhRsWtBhUrqe2v6CuIP,Electronics,Tablets,Apple,iPad 6 Cellular,Counterfeit,Face_Up,190198647818,MR6Y2LL/A,2025-08-21T10:40:07,Elgato
1eEcM8Ioj5NBl4EkNItJUs7r_LqsRkG9Q,195949253256_Counterfeit_down_20250821_103927_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1eEcM8Ioj5NBl4EkNItJUs7r_LqsRkG9Q/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1eEcM8Ioj5NBl4EkNItJUs7r_LqsRkG9Q,Electronics,Tablets,Apple,iPad Air 6 13-inch,Counterfeit,Face_Down,195949253256,MV273LL/A,2025-08-21T10:39:27,Elgato
1bLE5MaPinAuvXNCez4xtmiDw2f8LcLTn,195949253256_Counterfeit_up_20250821_103913_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1bLE5MaPinAuvXNCez4xtmiDw2f8LcLTn/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1bLE5MaPinAuvXNCez4xtmiDw2f8LcLTn,Electronics,Tablets,Apple,iPad Air 6 13-inch,Counterfeit,Face_Up,195949253256,MV273LL/A,2025-08-21T10:39:13,Elgato
1yEdfAglq9-5fuEXv-EdPa4WXU3AsMo9x,195949251313_Counterfeit_down_20250821_103844_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1yEdfAglq9-5fuEXv-EdPa4WXU3AsMo9x/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1yEdfAglq9-5fuEXv-EdPa4WXU3AsMo9x,Electronics,Tablets,Apple,iPad Air 6 13-inch,Counterfeit,Face_Down,195949251313,3M682LL/A,2025-08-21T10:38:44,Elgato
1F0w2U2LcwOyxZxff87rOOkZ78w05Ezco,195949251313_Counterfeit_up_20250821_103828_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1F0w2U2LcwOyxZxff87rOOkZ78w05Ezco/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1F0w2U2LcwOyxZxff87rOOkZ78w05Ezco,Electronics,Tablets,Apple,iPad Air 6 13-inch,Counterfeit,Face_Up,195949251313,3M682LL/A,2025-08-21T10:38:28,Elgato
1AOcdeSsoW3wn4r5DiAymstdNEdH45eTO,195949253522_Counterfeit_down_20250821_103757_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1AOcdeSsoW3wn4r5DiAymstdNEdH45eTO/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1AOcdeSsoW3wn4r5DiAymstdNEdH45eTO,Electronics,Tablets,Apple,iPad Air 6 13-inch,Counterfeit,Face_Down,195949253522,MV283LL/A,2025-08-21T10:37:57,Elgato
1y5p1G9nNK279L2bYk52zkPUI26ojUDQG,195949253522_Counterfeit_up_20250821_103744_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1y5p1G9nNK279L2bYk52zkPUI26ojUDQG/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1y5p1G9nNK279L2bYk52zkPUI26ojUDQG,Electronics,Tablets,Apple,iPad Air 6 13-inch,Counterfeit,Face_Up,195949253522,MV283LL/A,2025-08-21T10:37:44,Elgato
1Gz1o4-WnkCAFNnoE5FBO6r-BV-LQD8jG,190199653511_Counterfeit_down_20250821_100030_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1Gz1o4-WnkCAFNnoE5FBO6r-BV-LQD8jG/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Gz1o4-WnkCAFNnoE5FBO6r-BV-LQD8jG,Electronics,Tablets,Apple,iPad Pro 4 12.9-inch,Counterfeit,Face_Down,190199653511,3G933LL/A,2025-08-21T10:00:30,Elgato
1RdqyAuKqLvJxLY_oLUsSzi6IF7P3NNKs,190199653511_Counterfeit_up_20250821_100019_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1RdqyAuKqLvJxLY_oLUsSzi6IF7P3NNKs/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1RdqyAuKqLvJxLY_oLUsSzi6IF7P3NNKs,Electronics,Tablets,Apple,iPad Pro 4 12.9-inch,Counterfeit,Face_Up,190199653511,3G933LL/A,2025-08-21T10:00:19,Elgato
1sjynSq7ktE8oYXQCR7RTBib6pB-39PuD,194253264606_Counterfeit_down_20250821_095946_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1sjynSq7ktE8oYXQCR7RTBib6pB-39PuD/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1sjynSq7ktE8oYXQCR7RTBib6pB-39PuD,Electronics,Tablets,Apple,iPad Pro 4 11-inch,Counterfeit,Face_Down,194253264606,MNXD3LL/A,2025-08-21T09:59:46,Elgato
1AGaw218rcOW7zQ0NBGGKjC7P7h9PWPxc,194253264606_Counterfeit_up_20250821_095935_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1AGaw218rcOW7zQ0NBGGKjC7P7h9PWPxc/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1AGaw218rcOW7zQ0NBGGKjC7P7h9PWPxc,Electronics,Tablets,Apple,iPad Pro 4 11-inch,Counterfeit,Face_Up,194253264606,MNXD3LL/A,2025-08-21T09:59:35,Elgato
1XRHn66sEu88S1UuDAGeLndeKgMGPK7SD,194253265146_Counterfeit_down_20250821_095904_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1XRHn66sEu88S1UuDAGeLndeKgMGPK7SD/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1XRHn66sEu88S1UuDAGeLndeKgMGPK7SD,Electronics,Tablets,Apple,iPad Pro 4 11-inch,Counterfeit,Face_Down,194253265146,MNXF3LL/A,2025-08-21T09:59:04,Elgato
1BL3d2XmTjolrVizoXKZ1DSWtNrq1ESzR,194253265146_Counterfeit_up_20250821_095854_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1BL3d2XmTjolrVizoXKZ1DSWtNrq1ESzR/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1BL3d2XmTjolrVizoXKZ1DSWtNrq1ESzR,Electronics,Tablets,Apple,iPad Pro 4 11-inch,Counterfeit,Face_Up,194253265146,MNXF3LL/A,2025-08-21T09:58:54,Elgato
1kdHT0hTkEvEJhSc66AGIGWXfQyFX1dj_,190199312784_Counterfeit_down_20250821_095745_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1kdHT0hTkEvEJhSc66AGIGWXfQyFX1dj_/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1kdHT0hTkEvEJhSc66AGIGWXfQyFX1dj_,Electronics,Headphones,Beats,Beats Studio3,Counterfeit,Face_Down,190199312784,MX3Y2LL/A,2025-08-21T09:57:45,Elgato
1YorlG_ZE-QH2f4rPhAM42_KsbCmCYKEs,190199312784_Counterfeit_up_20250821_095731_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1YorlG_ZE-QH2f4rPhAM42_KsbCmCYKEs/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1YorlG_ZE-QH2f4rPhAM42_KsbCmCYKEs,Electronics,Headphones,Beats,Beats Studio3,Counterfeit,Face_Up,190199312784,MX3Y2LL/A,2025-08-21T09:57:31,Elgato
1CGD1bZYeTMVfvv_E1AtEmKu2R0m3YsdF,190199462748_Counterfeit_down_20250821_095702_full.tiff,image/tiff,24896318,https://drive.google.com/file/d/1CGD1bZYeTMVfvv_E1AtEmKu2R0m3YsdF/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1CGD1bZYeTMVfvv_E1AtEmKu2R0m3YsdF,Electronics,Headphones,Beats,Beats Studio3,Counterfeit,Face_Down,190199462748,MXJ92LL/A,2025-08-21T09:57:02,Elgato
